areacd,areanm,category,1981,1991,2001,2011,2021
E06000042,Milton Keynes,density,399.49881199520325,571.3374766343935,670.8654824744584,806.2199414373415,930.0
E06000043,Brighton and Hove,density,2737.4564032977155,2763.943399438147,2991.726737258415,3300.2386727045105,3346.0
E06000044,Portsmouth,density,4343.11666699685,4326.153495651485,4623.442359886682,5077.956296927314,5153.0
E06000045,Southampton,density,4049.433850299113,3946.6889063527447,4359.292553447419,4748.961524273869,4992.0
E06000046,Isle of Wight,density,302.6155345222581,328.1621135645275,349.62566543464624,364.2191948112363,370.0
E06000047,County Durham,density,225.37884327103782,222.17199446991555,221.70475956473652,230.5813242344727,235.0
E06000049,Cheshire East,density,278.7232424495504,290.88760677792067,301.6381681194371,317.33575386007226,342.0
E06000050,Cheshire West and Chester,density,334.25226492925077,337.9674108443783,349.9813101421853,358.26267255510413,388.0
E06000051,Shropshire,density,77.25389220410702,83.46824506037295,88.56633512817379,95.74682296722729,101.0
E06000052,Cornwall,density,117.55344380668522,131.54298562359443,140.77598732476832,150.12914356159814,161.0
E06000053,Isles of Scilly,density,113.55767050503442,125.50788407680004,132.12646390116257,135.0067717876907,129.0
E06000054,Wiltshire,density,111.16786916848974,120.9155509837826,133.00400348584378,144.6795956463017,157.0
E06000055,Bedford,density,275.551512337529,280.62489268656583,310.4732454227278,330.5547637509178,389.0
E06000056,Central Bedfordshire,density,290.1913561038345,305.6482936097118,326.49601622657065,355.44668411522315,411.0
E06000057,Northumberland,density,58.855977927359845,60.69725043610946,61.194870118772755,62.955065281307824,64.0
E06000058,"Bournemouth, Christchurch and Poole",density,1817.8430197797131,2006.6440385981127,2138.4943922413822,2337.803209845616,2470.0
E06000059,Dorset,density,114.16295480664478,128.44421354701078,138.9441944981063,146.59145648003783,152.0
E06000060,Buckinghamshire,density,280.4743702306417,290.54505673707206,306.101583577113,322.87732804750095,353.0
E06000061,North Northamptonshire,density,251.46394968470844,268.26517515247144,287.929785148856,321.1561951427471,364.0
E06000062,West Northamptonshire,density,201.01047559667742,228.06413308215684,250.8939235847432,272.3232604245589,309.0
E07000008,Cambridge,density,2142.411361458513,2258.8515688346147,2674.783164205509,3043.4900120396082,3580.0
E07000009,East Cambridgeshire,density,82.01312480231421,92.76416198106516,112.39609019693346,128.69614885012115,135.0
E07000010,Fenland,density,122.88036494450913,136.19905345445937,152.8190492015558,174.32878604491313,188.0
E07000011,Huntingdonshire,density,135.86874955858462,158.99229288791582,173.2080743696589,187.0585846458083,200.0
E07000012,South Cambridgeshire,density,119.02842090669624,134.32302786635242,144.3083321780119,164.98544295022876,180.0
E07000026,Allerdale,density,75.87166189724881,77.04543299191998,75.26948029312395,77.62507303867116,77.0
E07000027,Barrow-in-Furness,density,932.602112273756,938.7384125981584,924.0523716544003,886.900796050174,865.0
E07000028,Carlisle,density,95.83386023785678,96.8528366019392,97.02619742002504,103.5580477992374,106.0
E07000029,Copeland,density,97.65076238027508,97.43074512873604,94.71537693738172,96.48371435037241,92.0
E07000030,Eden,density,19.802778793135342,21.275909491335344,23.237283126898213,24.53537453111057,26.0
E07000031,South Lakeland,density,59.53829248926189,63.10593998328586,66.6273474312938,67.50916464686672,68.0
E07000032,Amber Valley,density,410.77781281422136,421.5562284059661,438.7994329370449,460.78197574649283,475.0
E07000033,Bolsover,density,438.8195443656302,439.31226365845947,447.6136481996723,473.1726818960586,501.0
E07000034,Chesterfield,density,1453.209803256445,1505.3032322155454,1496.8834803256445,1571.707210699748,1569.0
E07000035,Derbyshire Dales,density,82.87733803149095,85.25990060120584,87.6601304781114,89.74487272661194,90.0
E07000036,Erewash,density,925.4575157734964,967.809023251826,1004.240623697324,1022.356086512737,1030.0
E07000037,High Peak,density,150.57963253925257,157.82816924554197,165.87055797595931,168.58597704914447,169.0
E07000038,North East Derbyshire,density,349.74896906431013,353.9975198041966,351.6972796939592,359.2692057350718,370.0
E07000039,South Derbyshire,density,199.12346518422524,212.26350225314812,241.21121389632117,279.8091485770579,317.0
E07000040,East Devon,density,127.54742684052076,142.30846178569593,154.1637134976333,162.67596353549078,185.0
E07000041,Exeter,density,1969.5745540365274,2086.301107732869,2361.746008121957,2504.050347628261,2781.0
E07000042,Mid Devon,density,62.99370785891609,70.38881665881075,76.43219026998226,85.16808016468822,91.0
E07000043,North Devon,density,70.50513747907826,78.09244469411107,80.58256227020631,86.2580780325861,91.0
E07000044,South Hams,density,74.2081356092796,87.49113132185884,92.31433866450395,93.77957401017656,100.0
E07000045,Teignbridge,density,139.03918563250372,160.6774640869735,179.52246179164467,184.36840315619946,200.0
E07000046,Torridge,density,47.49845115955928,52.9873688822073,59.931866267602025,64.89018861039408,69.0
E07000047,West Devon,density,36.21799332604507,39.575838758573326,42.1205233685864,46.17942898001694,49.0
E07000061,Eastbourne,density,1677.8868471406092,1843.1212707901682,2030.546969645506,2251.101072200899,2303.0
E07000062,Hastings,density,2470.8602803722633,2712.435520084844,2853.594933565131,3029.054137957652,3057.0
E07000063,Lewes,density,262.79411311608413,299.16777071415606,315.57271821627006,333.7886459413845,342.0
E07000064,Rother,density,145.41616472790878,160.33839423698078,167.67976997546134,177.8183276463844,183.0
E07000065,Wealden,density,138.8734183657302,156.29576140740363,168.06709576563247,178.74255694459515,192.0
E07000066,Basildon,density,1381.7965291224625,1464.7503204516324,1506.0317633476059,1586.321942527795,1705.0
E07000067,Braintree,density,182.10489025889643,194.34602691905727,216.0753523045885,240.4480962237041,254.0
E07000068,Brentwood,density,469.782353006483,461.04434246470674,447.05568881710985,480.662416954614,503.0
E07000069,Castle Point,density,1910.0361511858264,1937.614021735481,1938.8004074003604,1970.0941273909589,2006.0
E07000070,Chelmsford,density,405.61674964620784,449.93154409251196,463.6758608352506,496.8440616345228,536.0
E07000071,Colchester,density,402.14621787139816,434.2005563884896,474.69120926294516,527.3046843937933,587.0
E07000072,Epping Forest,density,341.6914416660128,342.27848967592,356.6744408736454,367.74280335189667,398.0
E07000073,Harlow,density,2591.861260924949,2443.8157175182314,2579.2212300125416,2683.35412716657,3055.0
E07000074,Maldon,density,133.00981482925428,147.68217269393153,166.0743226191584,172.23671292232285,185.0
E07000075,Rochford,density,437.7031432252875,451.21660012675596,469.7212984169865,498.4478675609407,512.0
E07000076,Tendring,density,335.2508278468133,374.0972626717725,411.92979514117775,410.4609747199355,440.0
E07000077,Uttlesford,density,95.52032657140421,102.04888495934622,107.5247016101022,123.90068418855213,142.0
E07000078,Cheltenham,density,1959.24122405094,2212.953444601587,2360.884280014851,2483.72717888407,2550.0
E07000079,Cotswold,density,59.62521002139758,63.515210761614036,69.02475706387209,71.17155658937787,78.0
E07000080,Forest of Dean,density,136.23828465412097,143.27951913483514,152.06252266343867,155.8483983996261,165.0
E07000081,Gloucester,density,2341.725642985722,2505.5606243681104,2709.713214805316,3000.7151135551007,3267.0
E07000082,Stroud,density,209.7180236686237,225.00001085676845,234.29557595373456,244.88309648931198,263.0
E07000083,Tewkesbury,density,167.08396233335515,170.62389723909212,184.3782455435912,197.7320286167662,229.0
E07000084,Basingstoke and Deane,density,203.3578901646506,228.4443239734639,240.7145878559256,264.74707589214216,292.0
E07000085,East Hampshire,density,173.8495706392057,201.11677544454759,212.41477176084086,224.73137614143883,244.0
E07000086,Eastleigh,density,1156.2071786737874,1330.1150936861602,1457.63167008819,1571.0438741347898,1712.0
E07000087,Fareham,density,1172.4960843174727,1336.8133414677175,1454.4117587643275,1502.719766419268,1542.0
E07000088,Gosport,density,3025.0733045369993,2958.23217832708,3011.7129615032954,3256.219062332503,3228.0
E07000089,Hart,density,350.1776879659954,375.9134090539569,387.9636726825077,422.8880681950155,462.0
E07000090,Havant,density,2082.4886528766974,2147.3780520622163,2096.3743025779945,2165.0849464487533,2228.0
E07000091,New Forest,density,190.44892986396528,213.32258406749284,225.1230231672028,234.60219517947544,234.0
E07000092,Rushmoor,density,1984.5306697400435,2113.6124983992827,2330.183122038673,2402.5355359200917,2556.0
E07000093,Test Valley,density,143.69217605645585,161.61107574742414,174.95225902258665,185.4636391809823,208.0
E07000094,Winchester,density,133.99381636828736,145.8248987701121,162.2219922574492,176.3996230998404,193.0
E07000095,Broxbourne,density,1543.0327629844758,1583.3109781463468,1692.4626085198531,1819.6927814129251,1924.0
E07000096,Dacorum,density,605.0783945149725,622.3744167593044,648.5278849529784,681.7080092584313,730.0
E07000098,Hertsmere,density,863.537569144907,866.1283400673599,934.0124712988068,989.1504051293307,1066.0
E07000099,North Hertfordshire,density,284.0838708079048,298.3466712983917,311.45065254842996,338.6256297250189,355.0
E07000102,Three Rivers,density,875.380808383301,883.2840599746463,932.7075279034316,983.031651284222,1056.0
E07000103,Watford,density,3449.6162012085583,3479.4335176500786,3720.258510067427,4213.667436597373,4774.0
E07000105,Ashford,density,145.89647017001906,159.0221578003545,176.80668089061092,203.15622754544648,229.0
E07000106,Canterbury,density,370.21226703839903,401.4443926949927,438.15987298568496,489.53433914402666,510.0
E07000107,Dartford,density,1093.9216643405684,1092.3128751263312,1181.2500429697975,1338.8013832837175,1606.0
E07000108,Dover,density,315.3093871684945,327.31872699095163,331.59667772253187,354.14074870163086,369.0
E07000109,Gravesham,density,963.0047923451781,933.9618067060504,966.8839250357609,1027.5660866824528,1080.0
E07000110,Maidstone,density,328.62532015150657,346.2975307719179,353.26115973024133,394.4353002852062,447.0
E07000111,Sevenoaks,density,290.0354710483175,294.7425552642291,296.03713884029685,311.1686000107792,326.0
E07000112,Folkestone and Hythe,density,236.85353341495738,256.3200260001513,269.6226896147887,302.50111369182537,308.0
E07000113,Swale,density,291.9181259270308,310.0095357475386,328.85073756771226,363.7428438378746,406.0
E07000114,Thanet,density,1142.0618459189395,1193.5727653265978,1222.8655591062948,1295.1178998755902,1357.0
E07000115,Tonbridge and Malling,density,400.72182319912775,423.81083667688125,447.94102139731837,503.1147678896125,551.0
E07000116,Tunbridge Wells,density,287.4636916561434,300.42060937654685,313.9811570862539,347.2351331969934,348.0
E07000117,Burnley,density,826.271186440678,823.3348993531134,808.9425752592967,786.5545155578043,856.0
E07000118,Chorley,density,445.44298690781613,475.94670012457937,495.44244440038625,528.476214994708,581.0
E07000119,Fylde,density,409.0408177798807,428.4859026152493,441.8717493454937,457.2008975397321,491.0
E07000120,Hyndburn,density,1080.205187209358,1073.7400094512132,1116.3115612993363,1105.8467396738647,1126.0
E07000121,Lancaster,density,209.17694642121663,218.46731042462798,236.21372246911662,244.0771063170771,252.0
E07000122,Pendle,density,505.1718030464045,502.4855354823474,526.9040028338649,528.1142992088794,566.0
E07000123,Preston,density,874.4055027933549,886.1285273618064,911.0856378189833,985.366601046779,1039.0
E07000124,Ribble Valley,density,91.86411114574899,88.76727907121101,92.52428852597996,97.96689373339052,105.0
E07000125,Rossendale,density,466.8461299959722,475.80722277117263,475.6333616340629,492.4761592915737,513.0
E07000126,South Ribble,density,859.3383341420537,901.5332101250025,918.069995412832,963.8974843050794,981.0
E07000127,West Lancashire,density,306.90952479725684,311.50516208636736,312.65046529024494,319.31457209366334,339.0
E07000128,Wyre,density,345.58576489450826,360.84637183145713,374.3207860382104,381.8660327100088,397.0
E07000129,Blaby,density,587.1910942556293,633.8689922326138,691.7679809548042,719.8283724972905,789.0
E07000130,Charnwood,density,476.3860428479378,508.1876387332974,549.9733732412184,595.2496142166107,659.0
E07000131,Harborough,density,102.49129515107047,114.24026430702708,129.36370367791906,144.27592182854718,165.0
E07000132,Hinckley and Bosworth,density,293.21536740704767,323.5263059128022,336.77662186894025,353.37987310636504,382.0
E07000133,Melton,density,89.13944600177072,93.7137890475852,99.42652445902472,104.64900330424616,108.0
E07000134,North West Leicestershire,density,280.69867682437854,288.42794134494216,306.1168232329018,334.6173673960363,375.0
E07000135,Oadby and Wigston,density,2155.223347686187,2191.0558911166745,2371.6213056987767,2387.561049217677,2453.0
E07000136,Boston,density,143.42243562377374,146.22182003392228,153.1584693328674,177.56998048947196,194.0
E07000137,East Lindsey,density,58.27969317170986,66.19808360235484,73.83347223061793,77.20345769338135,81.0
E07000138,Lincoln,density,2118.7048545539114,2297.185221713524,2398.361454965229,2620.9155454438473,2911.0
E07000139,North Kesteven,density,84.79613403690716,86.66069069032282,101.93054244614441,116.82314669301904,128.0
E07000140,South Holland,density,82.16631856870009,89.67222263551355,102.01496861252231,117.68137690543976,127.0
E07000141,South Kesteven,density,102.8659453885375,115.58096555645851,132.39428550816584,141.93718132881244,152.0
E07000142,West Lindsey,density,65.18811755769352,65.94780918519092,68.80573793874896,77.22377876326182,82.0
E07000143,Breckland,density,73.44706619361577,82.11295724643189,93.03228645895908,99.98415467489193,108.0
E07000144,Broadland,density,176.55657617545887,192.5366943145776,214.6737407641547,225.78302035463471,239.0
E07000145,Great Yarmouth,density,459.6412684680881,503.2521733742862,520.9156798470807,558.0555112549638,573.0
E07000146,King's Lynn and West Norfolk,density,82.89902262028016,90.62866961986836,94.01937753799454,102.43050056046366,107.0
E07000147,North Norfolk,density,82.91069984792442,93.64812669583952,101.8430236229602,105.07501809068012,107.0
E07000148,Norwich,density,3069.0123520065613,3098.124135103276,3115.1145507662345,3395.827994464661,3690.0
E07000149,South Norfolk,density,102.02995537787113,113.06153111483923,121.97868477437609,136.64080805961723,156.0
E07000163,Craven,density,39.41690934365653,42.37430291676976,45.53808553016631,47.06094787266832,48.0
E07000164,Hambleton,density,56.08209042869114,60.57167766731205,64.14153631585707,67.98060242070125,69.0
E07000165,Harrogate,density,101.84735863183698,105.71298617663516,115.70658143732688,120.70070309923784,124.0
E07000166,Richmondshire,density,31.298940140265113,33.50186258799177,35.648669283177384,39.406149740487386,38.0
E07000167,Ryedale,density,29.153739061124945,31.56922268953581,33.77362530837409,34.35111108928023,36.0
E07000168,Scarborough,density,121.03161160798895,130.13431199817995,130.15758942851826,133.2853409892393,133.0
E07000169,Selby,density,96.92390735764386,116.62972174088604,127.59890241450456,139.24051688968498,154.0
E07000170,Ashfield,density,965.9806075497844,989.1007602358933,1016.757318719474,1090.7180756146738,1153.0
E07000171,Bassetlaw,density,158.54417811886518,163.02675135108268,168.8749493770258,176.955810670782,185.0
E07000172,Broxtowe,density,1278.3571309968052,1337.5589427570167,1342.9273061178121,1366.8976727520605,1385.0
E07000173,Gedling,density,898.0452852393323,917.9149820347604,931.7004176470244,946.3359829040596,978.0
E07000174,Mansfield,density,1295.459671878076,1308.8630469730929,1280.0875130871962,1362.0593216692678,1441.0
E07000175,Newark and Sherwood,density,153.62011114002584,157.80379079759356,163.1573654639931,176.2779989882404,189.0
E07000176,Rushcliffe,density,224.76020308299675,238.4150592439442,258.02742065191916,271.55520943270045,291.0
E07000177,Cherwell,density,180.1304944378334,200.1408418647517,223.84378714466388,240.9666385503819,273.0
E07000178,Oxford,density,2295.441089402013,2414.3806328531023,2943.8852707058745,3331.052781615245,3555.0
E07000179,South Oxfordshire,density,171.5339633887162,176.08811893037182,188.9267108149551,197.8728998563304,220.0
E07000180,Vale of White Horse,density,173.76886455947826,190.287120244142,200.1613741139095,209.4435882179932,240.0
E07000181,West Oxfordshire,density,111.60630551690737,126.32729675177977,133.86905778377485,146.66261677271976,160.0
E07000187,Mendip,density,116.55105596755146,129.2918544901003,140.47065085857375,147.78704190060634,157.0
E07000188,Sedgemoor,density,156.99621320476024,173.2698975122992,187.65957763568287,203.08962507430562,222.0
E07000189,South Somerset,density,134.8079965140609,147.7030099173883,157.41780250077966,168.127326448833,180.0
E07000192,Cannock Chase,density,1072.5953158178304,1126.1433144233513,1167.8762716698889,1235.5338636579725,1274.0
E07000193,East Staffordshire,density,244.10564929921608,250.94357419833344,268.21153118091166,293.52684195632884,320.0
E07000194,Lichfield,density,266.0292477023457,279.748163566906,281.40228147532827,303.82040867578814,321.0
E07000195,Newcastle-under-Lyme,density,555.6429876363663,564.5262977264604,578.4532801409192,587.1849008377994,584.0
E07000196,South Staffordshire,density,236.13487402973027,258.9767366039129,259.9808554552501,265.467910792019,271.0
E07000197,Stafford,density,193.58308419934662,196.91322948696538,201.7145232952189,218.78151789426488,229.0
E07000198,Staffordshire Moorlands,density,165.23753242599025,165.7550284813853,164.08271740304502,168.6307783731105,166.0
E07000199,Tamworth,density,2082.708009866875,2271.0991971008757,2415.7960759399302,2489.83005247855,2548.0
E07000200,Babergh,density,121.85632443907421,134.1229709841512,140.56536052622448,147.77915252849894,155.0
E07000202,Ipswich,density,3024.566057028889,2960.1769687520564,2963.087639016144,3375.972543520848,3536.0
E07000203,Mid Suffolk,density,79.60548777561773,89.98466944011196,99.6865236870582,111.04840411328311,118.0
E07000207,Elmbridge,density,1168.9564587074694,1204.3790628948484,1282.7990485238126,1376.8735738114701,1460.0
E07000208,Epsom and Ewell,density,2011.126956460501,1966.2024566160205,1967.728305075793,2203.735981267276,2374.0
E07000209,Guildford,density,437.4101016826786,451.6941761207923,478.701042442156,506.3390655410176,530.0
E07000210,Mole Valley,density,294.31587276455537,306.6725869470206,310.79536282556865,330.49952171928663,338.0
E07000211,Reigate and Banstead,density,894.211805590508,911.9826797858824,979.7210708364856,1067.2977972633628,1168.0
E07000212,Runnymede,density,898.5824063597585,919.8918000479235,999.9525888414636,1031.6411821011343,1129.0
E07000213,Spelthorne,density,2050.262988466825,1936.2901806500192,2013.5715861067235,2129.705332617476,2295.0
E07000214,Surrey Heath,density,797.1880159422882,831.5333410450822,844.5837233024513,905.8921266549588,952.0
E07000215,Tandridge,density,305.006513031906,307.4844063954629,319.3782945405361,334.40681851788133,354.0
E07000216,Waverley,density,312.46025512623766,327.9888217497276,335.1012529177626,352.20875028934995,371.0
E07000217,Woking,density,1278.2807208419674,1364.1566331359645,1412.7232191989733,1559.6336044928414,1634.0
E07000218,North Warwickshire,density,209.80344492901423,213.70126710881854,217.6272324090546,218.15843380720486,229.0
E07000219,Nuneaton and Bedworth,density,1430.784391212711,1482.6017347600518,1508.9980544747082,1586.4644130998706,1700.0
E07000220,Rugby,density,241.1928001588092,240.8424858870342,249.0734472319904,285.0219572998232,326.0
E07000221,Stratford-on-Avon,density,101.65161114561924,107.97556401703541,114.00602166301552,123.2117499535214,138.0
E07000222,Warwick,density,399.8590225896151,411.12166124273637,445.1747052306578,486.5912383317154,525.0
E07000223,Adur,density,1368.0569587904574,1379.2537827911233,1417.503655014204,1454.4460424813683,1533.0
E07000224,Arun,density,523.3964067347479,585.3490998736603,636.9258142405671,676.5789769004377,746.0
E07000225,Chichester,density,121.60980968075596,128.92224675105967,135.39901306902564,144.74020942392394,158.0
E07000226,Crawley,density,1613.1026370268905,1948.896068808635,2217.868809079609,2370.344510140957,2635.0
E07000227,Horsham,density,189.20616649320442,204.72630712868542,230.23553463490046,247.6075316621241,277.0
E07000228,Mid Sussex,density,352.4809492817099,362.82135644347466,381.3436781313262,418.70565884320365,457.0
E07000229,Worthing,density,2788.575961919873,2956.7754889932316,3000.070723749958,3217.6231285112044,3425.0
E07000234,Bromsgrove,density,400.87865329697786,421.9231925017652,404.8423641415063,431.56975854548404,457.0
E07000235,Malvern Hills,density,112.2218929733083,118.96802993045915,125.0712650609717,129.32724049553693,138.0
E07000236,Redditch,density,1223.8506642286118,1439.7180507604487,1452.8053912469657,1552.3060446923462,1604.0
E07000237,Worcester,density,2227.3139773184853,2456.713403970167,2805.319999278807,2967.948987625533,3122.0
E07000238,Wychavon,density,141.81472817537644,153.29252806680756,170.22288573229298,176.24209959342426,200.0
